주차장명,위도,경도
청학공영주차장,37.42631839,126.6685755
신포제2공영주차장,37.47068593,126.6273885
한중문화관공영주차장,37.47316366,126.6189767
홍예문인근공영주차장,37.47387918,126.6257334
민방위교육장앞공영주차장,37.46811368,126.628837
해양광장공영주차장,37.45493104,126.6010547
미산우드공영주차장,37.45062233,126.6004787
항동7가(82-38)공영주차장,37.44610138,126.6010793
신흥시장공영주차장,37.46674762,126.6356826
신흥시장제2공영주차장,37.46616486,126.6366123
노인복지회관앞공영주차장,37.46746239,126.6337461
보건환경연구원뒤공영주차장,37.46834556,126.6338096
해광사위공영주차장,37.46883823,126.6328915
구양조장공영주차장,37.46559268,126.6380506
인하대병원사거리공영주차장,37.45553199,126.6333527
보각선원아래공영주차장,37.46890744,126.640691
뉴월드아파트인근공영주차장,37.46630375,126.6378211
도원역공영주차장,37.46707214,126.6415815
정보산업고뒤제1공영주차장,37.4703344,126.6359476
정보산업고뒤제2공영주차장,37.47036893,126.6354614
율목공원제1공영주차장,37.46948998,126.6338605
율목공원제2공영주차장,37.4701826,126.6334953
율목공원제3공영주차장,37.46977871,126.6339947
율목공원제4공영주차장,37.47007621,126.6340498
기독병원제1공영주차장,37.47088285,126.6326893
기독병원제2공영주차장,37.47108068,126.632564
기독병원제3공영주차장,37.47113523,126.632722
율목동주민센터뒤공영주차장,37.46975598,126.6353739
내동공영주차장,37.47227029,126.626951
신포문화의거리노외공영주차장,37.47296935,126.6286206
경동공영주차장,37.47152588,126.6308774
전동공영주차장,37.47549406,126.6263922
경동식당앞공영주차장,37.47283674,126.632284
성공회아래공영주차장,37.47353424,126.6277586
전동그린맨션뒤공영주차장,37.47884631,126.6265676
용동공영주차장,37.4735972,126.6305732
차이나타운공영주차장,37.47606289,126.6183741
월미도제1공영주차장,37.47032461,126.5971288
월미도제2공영주차장,37.47742009,126.5984923
월미도무료공영주차장,37.47666078,126.600407
동화마을노외공영주차장,37.47846651,126.6177512
차이나타운제2공영주차장,37.47812957,126.6166563
라이언경로당앞공영주차장,37.47807826,126.614746
섭리어린이집인근제1공영주차장,37.47886179,126.6201686
섭리어린이집인근제2공영주차장,37.47868163,126.6201808
동화마을공영주차장,37.47911897,126.6189011
중구청사 부설주차장,37.47362311,126.6217441
서흥초교앞,37.47913024,126.6454692
송현주공A 앞,37.48081309,126.6448054
송림2동 복음병원위,37.47531759,126.642028
중앙시장,37.47387423,126.6356025
삼두아파트 옆,37.48025536,126.6333892
(구)화평동사무소앞,37.47876725,126.6300501
화수1.화평동사무소아래,37.48192199,126.6304528
대우중공업옆(2),37.48457738,126.6268102
박물관길 주차장,37.42048745,126.6525148
작은성말2길,37.44776474,126.7066997
수협소공원,37.44861684,126.6946269
석산길,37.46298143,126.713512
만월11호,37.4613604,126.7328689
상록수길,37.44651182,126.7328093
장수1호,37.44897429,126.7461696
굴포천1차,37.49690968,126.7234229
병방시장(노외),37.54871164,126.7409847
원창동 495 주차장,37.51394263,126.6508568
경서동 854-7 주차장,37.55579629,126.6610719
연희동 768-5 주차장,37.55393768,126.6728273
연희동 770-5 주차장,37.55409811,126.6722041
가좌동 585-65 주차장,37.48739028,126.6662457
오류지구 제3주차장,37.59927181,126.6127585
오류지구 제4주차장,37.59927181,126.6127585
오류지구 제5주차장,37.59927181,126.6127585
덕진진,37.64887293,126.5253165
신문리(중앙시장B동),37.73903298,126.4933805
동막해수욕장,37.59326529,126.4395057
청하공영주차장(3),37.42412794,126.6650492
 도원역,37.46710798,126.6415135
 구인천여고,37.47720463,126.6288143
 월미도,37.47498928,126.6016821
 동인천,37.47377343,126.6321776
 신포동,37.47061113,126.623715
 공단,37.47959687,126.6663033
 제물포북,37.46741401,126.6564557
 제물포남,37.46647686,126.6564149
 선학동,37.42421135,126.6956194
 동춘동,37.40773858,126.6713688
 함박마을,37.42615972,126.6828677
 시립박물관주변,37.42136027,126.6521266
 샘말공원지하,37.41435951,126.6806249
 늘봄공원지하,37.41309154,126.6782243
 창대시장,37.44707602,126.7352595
 문예회관,37.44509801,126.6996813
 간석3동,37.46631684,126.7179302
 논현택지3,37.40249713,126.7247226
 논현택지5,37.40248538,126.7235594
 청천천복개,37.51664005,126.7153749
 코아타운,37.49164015,126.7239627
 부개역환승,37.48936954,126.7396203
 계산택지1,37.5406744,126.7367471
 계산택지2,37.53628821,126.7374641
 계산택지3,37.53539239,126.7357589
 계산택지4,37.53188595,126.7350473
답동사거리노상주차장,37.4703068,126.6271643
제물량로241번길노상주차장,37.47368026,126.6171427
신포로35번길노상주차장,37.47312333,126.6232275
자유공원남로노상주차장,37.47362311,126.6217441
신포로39번길노상주차장,37.47456939,126.6218184
신포로35번길제2노상주차장,37.47426237,126.6216052
자유공원남로제2노상주차장,37.47425365,126.6216956
신포로23번길제1노상주차장,37.47204863,126.6224416
제물량로232번안길노상주차장,37.472461,126.6217952
신포로15번길제1노상주차장,37.47232205,126.6206202
제물량로제1노상주차장,37.47172129,126.6215163
신포로39번길노상주차장,37.47286687,126.6247323
신포로35번길제3노상주차장,37.47241729,126.6250172
신포로노상주차장,37.47461351,126.6271541
신포로35번길제4노상주차장,37.47356554,126.6234514
신포로23번길제2노상주차장,37.47246318,126.6224734
신포로15번길제2노상주차장,37.47246318,126.6224734
제물량로제2노상주차장,37.471605,126.6217769
신포로15번길제3노상주차장,37.47157009,126.6221275
개항로제1노상주차장,37.47076226,126.6230812
답동사거리제2노상주차장,37.47037791,126.6268588
제물량로133번길노상주차장,37.46860139,126.6292076
우현로20번길노상주차장,37.4678042,126.6278438
인중로144번길노상주차장,37.46691234,126.6278822
인천종합어시장노상주차장,37.45412069,126.6065517
연안부두로128번길노상주차장,37.44897838,126.5940233
연안부두로148번길노상주차장,37.44708504,126.5962712
연안부두로148번길제2노상주차장,37.44708504,126.5962712
연안부두로제1노상주차장,37.44708504,126.5962712
축항대로86번길노상주차장,37.45043534,126.603791
연안부두로75번길노상주차장,37.45266146,126.5986822
축항대로86번길제2노상주차장,37.45578958,126.6071645
연안초등학교뒷길 노상주차장,37.45354876,126.6079561
축항대로86번길제3노상주차장,37.45637321,126.6065624
축항대로제1노상주차장,37.45951067,126.6044775
축항대로제2노상주차장,37.45758224,126.604386
서해대로209번길제1노상주차장,37.44796435,126.6222246
서해대로209번길제2노상주차장,37.44796435,126.6222246
서해대로제1노상주차장,37.44290748,126.6187359
서해대로제2노상주차장,37.44796435,126.6222246
연안부두로제2노상주차장,37.44934288,126.5978298
서해대로제3노상주차장,37.44264028,126.6224776
아암대로노상주차장,37.4582947,126.6351701
도원로제1노상주차장,37.46659835,126.636938
도원로10번길제1노상주차장,37.46559749,126.6366942
도원로8번길노상주차장,37.46543989,126.6381757
인중로50번길노상주차장,37.46509036,126.6387765
인중로42번길노상주차장,37.46474009,126.6391399
도원로20번길노상주차장,37.46576184,126.6373942
도원로14번길노상주차장,37.4655001,126.6372485
서해대로449번길노상주차장,37.46644378,126.6335929
제물량로113번길제1노상주차장,37.46731795,126.6307852
제물량로95번길노상주차장,37.46735829,126.6321528
제물량로113번길제2노상주차장,37.46765858,126.6302296
서해대로210번길노상주차장,37.44690899,126.6246596
서해대로제3노상주차장,37.44425521,126.6231474
축항대로290번길노상주차장,37.4329276,126.6197134
서해대로30번길노상주차장,37.4329276,126.6197134
축항대로296번길노상주차장,37.43166078,126.6236178
도원로26번길노상주차장,37.4653163,126.6390015
참외전로244번길제1노상주차장,37.46673919,126.6387798
도원로10번길제2노상주차장,37.4663775,126.6383633
도원로56번길노상주차장,37.46914397,126.6384969
도원로45번길노상주차장,37.46887884,126.6372547
서해대로484번길노상주차장,37.46830138,126.6369862
도산로노상주차장,37.46799522,126.6370442
도원로30번길노상주차장,37.46702373,126.6375576
도산로22번길노상주차장,37.46682552,126.6375586
도산로21번길노상주차장,37.46826129,126.6385916
도원로제2노상주차장,37.47004596,126.6388203
참외전로244번길제2노상주차장,37.4686893,126.6400703
서해대로497번길노상주차장,37.47101893,126.6358764
도원서길노상주차장,37.47043003,126.6377332
서해대로500번길노상주차장,37.47037496,126.6374057
서해대로494번길노상주차장,37.46935447,126.636642
도원서길제2노상주차장,37.46842678,126.6367482
율목로8번길노상주차장,37.46931207,126.6345961
율목로30번길노상주차장,37.46934571,126.6338273
율목로제1노상주차장,37.469101,126.633365
율목로제2노상주차장,37.47118727,126.6320773
제물량로108번길노상주차장,37.46953039,126.6323794
개항로제2노상주차장,37.47249068,126.6282613
서해대로483번길노상주차장,37.4721485,126.6340509
자유공원로노상주차장,37.4757479,126.629726
참외전로72번길제1노상주차장,37.47720463,126.6288143
전동로노상주차장,37.47613519,126.6268412
참외전로56번길노상주차장,37.4789018,126.6270196
자유공원서로노상주차장,37.47788166,126.6235652
참외전로72번길제2노상주차장,37.47838179,126.6278249
참외전로제1노상주차장,37.47951492,126.6243371
개항로53번길노상주차장,37.47307811,126.6288236
자유공원서로제2노상주차장,37.47464671,126.6234459
차이나타운로20번길노상주차장,37.47791898,126.6183872
차이나타운로26번길노상주차장,37.47695556,126.6185843
참외전로59번길노상주차장,37.47877524,126.6184845
월미로50번길노상주차장,37.47806992,126.6149495
월미로50번길제2노상주차장,37.47874832,126.61576
월미로제1노상주차장,37.47138599,126.6018823
월미로제2노상주차장,37.47138599,126.6018823
월미로제3노상주차장,37.47143017,126.5963542
월미로제4노상주차장,37.47020529,126.599119
참외전로59번길제2노상주차장,37.4804079,126.6246491
참외전로제2노상주차장,37.47946919,126.6241225
참외전로33번길노상주차장,37.48059436,126.6237889
참외전로37번길노상주차장,37.48038949,126.6245248
참외전로45번길노상주차장,37.48016677,126.6253174
참외전로59번길노상주차장,37.48069377,126.6210863
참외전로13번길노상주차장,37.48032346,126.6208056
참외전로13번길제2노상주차장,37.47974665,126.620752
참외전로제3노상주차장,37.47956215,126.6222114
참외전로27번길노상주차장,37.48021111,126.6222872
동화마을길노상주차장,37.47841705,126.6191647
자유공원서로37번길제1노상주차장,37.47822663,126.6187926
자유공원서로37번길제2노상주차장,37.47794979,126.6195515
동화마을노상주차장,37.48021333,126.6201843
부평문화로153번길,37.49479008,126.7340943
동수천로53번길,37.49095278,126.7345038
주부토로90번길,37.50293082,126.7283426
고니샘,37.50450782,126.732363
갈월산,37.51825804,126.7250853
사랑샘공원,37.52049933,126.7358685
수변로85번길,37.49479372,126.7397143
남부고가,37.48944493,126.7177519
부평공원앞,37.49126913,126.7157662
노랑다리,37.50270949,126.7004324
갈산역 상단,37.51582085,126.7231715
삼산4차,37.52020092,126.7476
남새싹3길,37.48853017,126.7195193
남새싹5길,37.48900861,126.7199019
늘봄1길,37.48650609,126.7133874
부영길,37.48589927,126.7157868
효자2길,37.48709054,126.7165963
희망천3지구,37.48087421,126.7168122
부평3동,37.4863498,126.7084809
남부역1길,37.48773164,126.7285792
길주로339번길,37.5096497,126.6979388
묏골,37.51320564,126.7002883
무지개아파트옆,37.50089,126.7041717
산곡배움2길,37.49327199,126.7059095
묏골공원,37.5148557,126.7007793
청수3길,37.51943689,126.7059755
청천2동,37.5147579,126.7048403
일신동,37.48169965,126.7425868
하정4길,37.47593666,126.6987315
청중로40번길,37.51642398,126.7009992
동암마을,37.47255207,126.7034932
계양산,37.54734536,126.7265843
계산체육공원지하,37.54481039,126.7290717
임학,37.54876163,126.7351567
계산복개천(상),37.54034427,126.7225707
계산복개천(하),37.54034427,126.7225707
작전역 환승 동쪽(북측),37.5307375,126.7254237
작전역 환승 동쪽(남측),37.52997225,126.7256754
작전역 환승 서쪽(남측),37.52995391,126.7217272
작전역 환승 서쪽(북측),37.53073776,126.7217242
문화회관 부설,37.5460189,126.7181477
문화회관길,37.54649767,126.7186664
병방동 양촌,37.54868419,126.7448888
용종,37.54299451,126.7428491
샛별,37.53149444,126.7105323
임학골,37.54462299,126.7337797
고양골,37.54096279,126.717488
 ,37.54096279,126.717488
봉오대로,37.53118833,126.7255691
계양IC 화물공영차고지,37.54024901,126.7523404
서운동 화물,37.52655267,126.7517075
병방화물,37.55221389,126.7480453
계양대로140번길,37.53650852,126.7236034
계산동 959-10,37.5401694,126.724823
계양여성회관,37.52905269,126.7178728
욕은지길1,37.54300761,126.7248691
욕은지길2,37.5427105,126.7249607
안골공원(구 귤현동1),37.57005934,126.7466602
 ,37.48578231,126.6232426
구민운동장,37.47678549,126.6725903
어린이교통공원,37.47834393,126.6692822
화평파출소앞,37.47710556,126.6316863
만석우체국 뒤 외(2),37.48246606,126.6202633
 ,37.48180044,126.6206059
화도진중 앞,37.48455409,126.6308354
송림4동 sk주택 앞,37.4785313,126.6530693
동구청 앞,37.47289699,126.6430344
송현터널 앞,37.47447011,126.6389119
송현근린공원/배수지,37.47858957,126.6395363
금창동사무소 옆,37.47241018,126.6399958
화수2동사무소 아래,37.4849113,126.6298274
화수1?화평동 민원주차장,37.48122738,126.6301849
화도진중학교 앞,37.48340963,126.6307733
화수사거리 부근,37.48548063,126.6303673
화도감리교회 뒤,37.48058925,126.6306855
송강빌라 주변,37.48069128,126.6316121
화수시장 옆,37.48059747,126.6275877
동화세르빌 옆,37.48133236,126.6320498
화수1.화평동사무소 옆,37.48137972,126.6299241
한라빌라 옆,37.48146979,126.6242481
화수시장 부근,37.48056194,126.6277461
송현시장 부근,37.47601659,126.6349589
송림4동 임시공영,37.48038688,126.6529137
현대시장 공영,37.47711672,126.6470276
서림초교 뒤,37.47643555,126.6482178
만석부두 공영,37.49130099,126.6218804
화수부두 공영,37.48795112,126.6309317
송림로 162번길,37.47675285,126.6518905
송림로166번길,37.47697951,126.6523643
임시주차장(두손빌딩),37.47317047,126.6381947
찌개마을 앞,37.48638305,126.622335
화평어린이집 옆,37.47963891,126.6321826
만석부두 진입로,37.49013271,126.6228135
(구)만석고가교밑,37.48093492,126.6204294
동일방직 옆,37.48155791,126.6208332
황해해수탕 맞은편,37.48160963,126.6229019
동아제분담벽,37.48251097,126.6258257
혁진산업앞,37.48342654,126.624747
동일방직복개지,37.4840641,126.6240767
만석1차APT앞 길,37.48270739,126.6196628
만석경로당옆,37.48682286,126.6190312
만석비치아파트 옆,37.48520785,126.6211199
화도진길,37.48479595,126.6247174
만석로,37.48284658,126.6237097
화도진공원뒷길,37.48322562,126.6295644
송현초교앞,37.48185506,126.6320925
평동교회맞은편,37.48005332,126.6293089
화수정길,37.48341525,126.6296991
석수로,37.4807491,126.6271008
화담길,37.47864006,126.6325832
만석로,37.48048135,126.6279048
쌍우물로 72번길,37.4828787,126.6309794
화수맨션주변,37.48450497,126.6295467
화수2동사무소뒤길,37.48408515,126.6307021
화수안길,37.48364495,126.6311113
화수2동사무소 화수안길,37.48382347,126.630579
송현초등학교주변,37.4881866,126.6284656
송화로 42번길,37.4800846,126.6335257
화수로 58번길,37.4841007,126.6327824
화수로 70번길,37.48493552,126.6317946
송현로 11번길,37.47655178,126.6332266
송현교회 아래,37.48052932,126.643337
송림동 천주교 앞,37.47532845,126.6367711
서해대로 550번길,37.47511283,126.6398923
솔빛로 70번길,37.47501543,126.6404467
삼익아파트 후문옆,37.47377505,126.6414249
경로당 주변,37.47867396,126.6435607
제삼교회 주변,37.47637488,126.6430517
안송로 84번길,37.4771599,126.6434323
솔빛로,37.47646836,126.6412085
구동사무소앞 길,37.47310641,126.64673
현대공업사주변,37.4741211,126.6455947
송림로 110번길,37.47620468,126.6493494
박문여고 옆,37.4710178,126.6503008
박문로타리,37.47034804,126.6492866
농협송림동지점 옆,37.47599517,126.6455971
송림고가교 아래,37.47888211,126.6528755
한비산업 뒤 소공원,37.48133315,126.6529884
봉수대로 8번길,37.47799138,126.6532979
연송로 8번길,37.47866755,126.6534418
두산인프라코어 출고사업소옆,37.48568592,126.6502884
현대고물상 앞,37.48083552,126.6462637
창영초교 앞길,37.4727307,126.6387508
산업교길,37.47162341,126.6419892
산업교3길,37.47244067,126.6411261
금창로,37.47162341,126.6419892
화수부두 입구,37.48775326,126.6310457
화수부두 입구,37.48682462,126.6308468
송림4동 임시주차장 앞,37.47857787,126.650548
"숭의1,3동제1노외주차장 석정로64번길 26 옆",37.46401183,126.6455524
"숭의1,3동제2노외주차장 새천년로5번길 20-3",37.46898036,126.6468966
"숭의1,3동제4노외주차장 경인로51번길 21",37.46542461,126.6479534
숭의2동제2노외주차장 미추로35번길 9-11 옆,37.46294202,126.6463374
숭의2동제3노외주차장 미추로 36번길 57 옆,37.46441101,126.6494615
숭의2동제4노외주차장 독배로492번길 16,37.46197414,126.6450761
미추홀구청사부설주차장 독정이로 95,37.46359351,126.6502679
숭의2동제7노외주차장 경인로42번길 45,37.46263422,126.6488482
숭의4동제2노외주차장 독정이로88번길 13 옆,37.46345494,126.6521449
숭의4동제4노외주차장 독정이로54번길 24 뒤,37.46102724,126.653829
숭의4동제5노외주차장 경인로144번길 25-19,37.46501631,126.6591796
"용현1,4동제2노외주차장 수봉남로6번길 93",37.45539047,126.6611789
"용현1,4동제4노외주차장 인주대로185번길 7",37.45583052,126.6575829
"용현1,4동제5노외주차장 인주대로238번길 29 옆",37.45225011,126.6626059
"용현1,4동제7노외주차장 재넘이길 129 옆",37.44826169,126.660522
"용현1,4동제9노외주차장 경인북길279번길 17-5",37.45596298,126.6628717
"용현1,4동제10노외주차장 인주대로 266번길 17-1",37.45186323,126.6659416
용현3동제1노외주차장 용삼길23번길 8,37.45801943,126.6513
용현3동제2노외주차장 인주대로 119-1,37.45653025,126.650448
용현3동제3노외주차장 인주대로174번길 14 옆,37.45497177,126.6566262
용현3동제7노외주차장 인주대로137번길 24-9,37.45792405,126.652555
용현3동제8노외주차장 인주대로153번길 44-16,37.45814413,126.6538537
용현3동제9노외주차장 독정이로33번길 7,37.45874629,126.6533423
용현5동제1노외주차장 낙섬중로32번길 21 옆,37.45110619,126.6385392
용현5동제2노외주차장 용정공원로 33,37.44700358,126.6493965
학익1동제1노외주차장 매소홀로401번길 28,37.44126078,126.6667463
학익1동제2노외주차장 소성로 22,37.44618209,126.6518865
학익1동제3노외주차장 소성로 72 옆,37.44507441,126.6581973
학익1동제5노외주차장 노적산로 40번길 20,37.44081106,126.654567
학익2동제1노외주차장 재넘이길61번길 6 옆,37.44754179,126.6639608
학익2동제3노외주차장 재넘이길29번길 75-2 옆,37.44465121,126.6645275
학익2동제4노외주차장 재넘이길29번길 62 앞,37.44505575,126.6642093
학익2동제5노외주차장 재넘이길39번길 38 옆,37.44633619,126.6645651
학익2동제6노외주차장 한나루로421번길 42,37.44625303,126.6638423
학익2동제7노외주차장 한나루로404번길 16,37.44304978,126.6653483
도화1동제1노외주차장 경인로252번길 37 옆,37.46172745,126.6685197
도화1동제2노외주차장 경인로234번길 8,37.46380625,126.66764
도화1동제4노외주차장 경인로 214 인근,37.46407214,126.6660903
"도화2,3동제4노외주차장 숙골로43번길 79 옆",37.46690765,126.6620308
주안1동제1노외주차장 주안로 69,37.464446,126.6773242
주안2동제1노외주차장 남주길43번길 14-29 옆,37.45459534,126.6730722
주안2동제4노외주차장 한나루로516번길 102,37.45223668,126.6737719
주안2동제5노외주차장 남주길122번길 23,37.45327342,126.677237
주안2동제6노외주차장 남주길11번길 30-3,37.45567124,126.67118
주안2동제7노외주차장 제일로40번길 93-17,37.45462712,126.6747786
주안2동제8노외주차장 인주대로319번길 33,37.4536819,126.6718443
주안2동제9노외주차장 한나루로586번길 79,37.45811879,126.6765152
주안3동제1노외주차장 신기길30번길 69-24,37.44597268,126.6730309
주안3동제2노외주차장 신기길72번길 75-16,37.44435866,126.672586
주안3동제3노외주차장 학익소로13번길 46,37.4459122,126.6707372
주안3동제7노외주차장 신기길16번길 55 옆,37.44740633,126.6734089
주안3동제8노외주차장 인하로 209번길 33,37.44994174,126.6714765
주안3동제11노외주차장 인하로236번길 10,37.447787,126.6742209
주안4동제1노외주차장 인주대로417번길 56,37.45377703,126.683496
주안4동제2노외주차장 경인로430번길 50,37.45557155,126.6874215
주안4동제4노외주차장 동주길42번길 11,37.45312495,126.6855896
주안4동제5노외주차장 인주대로407번길 45 옆,37.45335799,126.6818025
주안4동제6노외주차장 동주길42번길 21 옆,37.4531166,126.6858383
주안4동제7노외주차장 미추홀대로646번길 70 옆,37.45476006,126.6838422
주안6동제1노외주차장 경원대로858번길 18,37.45911176,126.6905488
주안6동제2노외주차장 석산로 8,37.46422046,126.6939976
주안6동제3노외주차장 경원대로897번길 57,37.4629301,126.6864524
주안6동제4노외주차장 경인로471번길 20,37.45984541,126.6920038
주안7동제1노외주차장 신기길30번길 32,37.44689691,126.6749028
주안7동제2노외주차장 인하로248번길 55 옆,37.44553877,126.6757563
주안7동제3노외주차장 미추홀대로 547,37.44633908,126.6784536
주안8동제1노외주차장 인하로 338 옆,37.44780982,126.685872
주안8동제2노외주차장 미추홀대로578번길 7,37.44920041,126.6803399
관교동제1노외주차장 인하로 403 옆,37.44719816,126.6930506
관교동제2노외주차장 경원대로652번길 19-21,37.44227132,126.6936698
문학동제1노외주차장 미추홀대로 486-16 옆,37.44045774,126.6792474
문학동제3노외주차장 소성로350번길 18-22,37.43667151,126.6851393
문학동제4노외주차장 매소홀로576번길 13,37.43783703,126.6863434
문학동제5노외주차장 매소홀로514번길 38 옆,37.43762594,126.6782766
"숭의1,3동제6노상주차장 인주대로 11번길 제물량로 24번길",37.46146302,126.6399696
숭의2동 제1노상주차장 독배로 492번길,37.4625421,126.6451864
"용현1,4동제2노상주차장 인하로 113",37.45021768,126.6608069
"용현1,4동제3노상주차장 인하로 100",37.44908643,126.659083
용현3동제1노상주차장 용삼길 78,37.45842337,126.6538298
용현5동제2노상주차장 토금중로 13,37.45391748,126.6356888
용현5동제3노상주차장 토금남로 13,37.45266937,126.6341692
용현5동제5노상주차장 낙섬서로 60,37.45450725,126.6370195
용현5동제6노상주차장 낙섬서로 39,37.45309717,126.6355572
용현5동제7노상주차장 낙섬서로 17,37.45124589,126.6341988
용현5동제8노상주차장 토금북로 23,37.45466989,126.6371657
용현5동제9노상주차장 토금중로 33-1,37.45302137,126.6372641
용현5동제10노상주차장 토금남로 35,37.45159502,126.6363669
용현5동제12노상주차장 낙섬중로 55,37.45298868,126.6383492
용현5동제13노상주차장 낙섬중로 41,37.45191396,126.6375294
용현5동제14노상주차장 낙섬중로 13,37.44990839,126.6357988
용현5동제15노상주차장 토금북로 51,37.45347942,126.6397143
용현5동제16노상주차장 토금중로 55-1,37.45200967,126.6393485
용현5동제17노상주차장 낙섬중로32번길 10,37.4510581,126.6375562
용현5동제19노상주차장 낙섬동로 50,37.45005777,126.640409
용현5동 제20노상주차장 매소홀로 23-42,37.4529857,126.6316021
용현5동 제21노상주차장 인하로163번길 49,37.44814959,126.6499788
학익2동제1노상주차장 소성로 171,37.44190231,126.6673875
도화1동제1노상주차장 석바위로,37.46085541,126.6756443
도화1동제3노상주차장 제일로 31,37.4591657,126.6738998
주안1동제2노상주차장 주안로 122,37.46367838,126.6832731
주안1동제3노상주차장 석바위로 107,37.46041259,126.6850615
주안1동제4노상주차장 석바위로 주안서로,37.46077288,126.6783913
주안1동제5노상주차장 주안중로16번길,37.45957257,126.6842852
주안5동제3노상주차장 염창로 43,37.46601766,126.6787529
주안5동제4노상주차장 염창로 58,37.46540075,126.6804964
주안5동제5노상주차장 염창로 70,37.46585459,126.6817265
주안6동제1노상주차장 경원대로864번길 24,37.45961198,126.6923212
주안6동제2노상주차장 석바위로 120,37.45978193,126.6884437
연수공영주차장(연수3동주차장),37.42183235,126.6954823
연수역남광장임시주차장(2),37.41702343,126.6795064
선학동공영주차장,37.42405815,126.6956088
흥륜사 주차장,37.41681536,126.6600213
옥련동 340-9 공영주차장,37.42519955,126.6555206
청학공영주차장(2),37.42727479,126.6627303
청학풀장주차장,37.42931385,126.663704
그린타워주차장,37.41508657,126.6796164
옥련동복개천주차장,37.41848927,126.6532019
송도로타리주차장,37.41833716,126.6505254
연수동 함박마을 주변 주차장,37.42583713,126.6835244
청학동 안골마을 주변 주차장,37.42931779,126.6619415
청학동 청학아파트 주변 주차장,37.42582715,126.6669169
옥련동 호불사 주변 주차장,37.42407135,126.6579321
옥련동 송학둥지아파트 주변 주차장,37.42886809,126.6499337
옥련동 백산1차아파트 주변 주차장,37.4236739,126.6454618
청학동주민센터 일원 주차장,37.4249418,126.6660849
앵고개로 기업은행 주변 주차장,37.40835995,126.6712532
송도역주차장(환승),37.42929758,126.6550045
연수역주차장(환승),37.41860558,126.6781892
원인재역주차장(환승),37.41340246,126.6865592
제1공영주차장(송도)2006,37.37971258,126.6450156
제3공영주차장(송도)2005,37.38650635,126.6510809
제4공영주차장(송도)2005,37.38512392,126.6497775
제5공영주차장(송도)2006,37.38537442,126.6432047
제6공영주차장(송도)2006,37.38372291,126.6393848
제7공영주차장(송도)2006,37.37878757,126.6430442
제8공영주차장(송도)2006,37.37598274,126.6451237
제9공영주차장(송도)2006,37.38024942,126.6378886
제14공영주차장(송도)2010,37.39806333,126.6501008
제15공영주차장(송도)2011,37.395725,126.6485194
제16공영주차장(송도)2011,37.39538157,126.648171
제17공영주차장(송도)2009,37.39690021,126.6468199
제18공영주차장(송도)2009,37.39655671,126.6464489
제19공영주차장(송도)2010,37.39380579,126.645502
"로데오1,2,3호",37.44450021,126.7019777
성리,37.4451382,126.7084503
독점,37.45079671,126.7121915
