호선,출발역 ID,출발역,출발역 경도,출발역 위도,도착역 ID,도착역,도착역 경도,도착역 위도,소요시간
1,158,청량리,127.04472723023305,37.580037056302906,157,제기동,127.03494949507864,37.57817349658033,2
1,157,제기동,127.03494949507864,37.57817349658033,156,신설동,127.024456700382,37.5760299683175,2
1,156,신설동,127.024456700382,37.5760299683175,159,동묘앞,127.016364227103,37.5732166600283,2
1,159,동묘앞,127.016364227103,37.5732166600283,155,동대문,127.01063381083677,37.571669405802616,2
1,155,동대문,127.01063381083677,37.571669405802616,154,종로5가,127.00153834521934,37.57097610838373,2
1,154,종로5가,127.00153834521934,37.57097610838373,153,종로3가,126.992153252476,37.570420844523,2
1,153,종로3가,126.992153252476,37.570420844523,152,종각,126.98315081716676,37.570227990912244,2
1,152,종각,126.98315081716676,37.570227990912244,151,시청,126.97719821079865,37.56534539636417,3
1,151,시청,126.97719821079865,37.56534539636417,150,서울역,126.96974961781686,37.55332892758497,2
1,150,서울역,126.96974961781686,37.55332892758497,1002,남영,126.97133096608212,37.540566672483216,3
1,1002,남영,126.97133096608212,37.540566672483216,1003,용산,126.96462961258051,37.52977356999725,3
1,1003,용산,126.96462961258051,37.52977356999725,1004,노량진,126.942109882124,37.5140547961008,3
1,1004,노량진,126.942109882124,37.5140547961008,1005,대방,126.92649449142719,37.51335413975466,3
1,1005,대방,126.92649449142719,37.51335413975466,1032,신길,126.91836721069228,37.51678703217714,1
1,1032,신길,126.91836721069228,37.51678703217714,1006,영등포,126.907550274975,37.5156726288261,3
1,1006,영등포,126.907550274975,37.5156726288261,1007,신도림,126.891312500851,37.508908482648,2
1,1007,신도림,126.891312500851,37.508908482648,1701,구로,126.88230806229326,37.50334155631282,3
1,1701,구로,126.88230806229326,37.50334155631282,1702,가산디지털단지,126.882614758479,37.4815311901749,4
1,1702,가산디지털단지,126.882614758479,37.4815311901749,1714,독산,126.88947790336374,37.46597376787178,3
1,1714,독산,126.88947790336374,37.46597376787178,1703,금천구청,126.893608614581,37.4561943743749,2
1,1703,금천구청,126.893608614581,37.4561943743749,1704,석수,126.90232078368835,37.43509293822681,3
1,1704,석수,126.90232078368835,37.43509293822681,1705,관악,126.90849999541258,37.41956795517324,3
1,1705,관악,126.90849999541258,37.41956795517324,1706,안양,126.922729807594,37.4016838636508,3
1,1706,안양,126.922729807594,37.4016838636508,1707,명학,126.935592791667,37.3844604191546,3
1,1707,명학,126.935592791667,37.3844604191546,1708,금정,126.94327003910128,37.37233746119409,2
1,1708,금정,126.94327003910128,37.37233746119409,1709,군포,126.948517502286,37.35419227847359,4
1,1709,군포,126.948517502286,37.35419227847359,1729,당정,126.94837119045768,37.343689819399884,2
1,1729,당정,126.94837119045768,37.343689819399884,1710,의왕,126.9479765012,37.3203421132836,2
1,1710,의왕,126.9479765012,37.3203421132836,1711,성균관대,126.971022000022,37.3003290017027,4
1,1711,성균관대,126.971022000022,37.3003290017027,1712,화서,126.9896120326472,37.2840016829776,3
1,1712,화서,126.9896120326472,37.2840016829776,1713,수원,127.00004960484385,37.26568218296588,3
1,1713,수원,127.00004960484385,37.26568218296588,1715,세류,127.01379969649852,37.243872520123844,3
1,1715,세류,127.01379969649852,37.243872520123844,1716,병점,127.03320037309325,37.206752699495524,5
1,1716,병점,127.03320037309325,37.206752699495524,1717,세마,127.043426817312,37.1871352848477,3
1,1717,세마,127.043426817312,37.1871352848477,1718,오산대,127.063075726398,37.1693504386917,3
1,1718,오산대,127.063075726398,37.1693504386917,1719,오산,127.066815431787,37.1455280131333,4
1,1719,오산,127.066815431787,37.1455280131333,1720,진위,127.062355993621,37.1100790285838,4
1,1720,진위,127.062355993621,37.1100790285838,1721,송탄,127.05428046136659,37.0757126572027,3
1,1721,송탄,127.05428046136659,37.0757126572027,1722,서정리,127.052881703722,37.0565637021655,3
1,1722,서정리,127.052881703722,37.0565637021655,1723,평택지제,127.07051382655925,37.01890215095567,5
1,1723,평택지제,127.07051382655925,37.01890215095567,1724,평택,127.085272971043,36.9908490091432,4
1,1724,평택,127.085272971043,36.9908490091432,1725,성환,127.126837110236,36.9159530167598,7
1,1725,성환,127.126837110236,36.9159530167598,1726,직산,127.143823728817,36.8709328418739,5
1,1726,직산,127.143823728817,36.8709328418739,1727,두정,127.14894257701431,36.833981274461074,5
1,1727,두정,127.14894257701431,36.833981274461074,1728,천안,127.14648879876161,36.81052305989757,5
1,1728,천안,127.14648879876161,36.81052305989757,1401,봉명,127.1360381121,36.8014198330363,2
1,1401,봉명,127.1360381121,36.8014198330363,1402,쌍용,127.121378271233,36.7937257780754,3
1,1402,쌍용,127.121378271233,36.7937257780754,1403,아산,127.104076682696,36.7921165665983,2
1,1403,아산,127.104076682696,36.7921165665983,1404,탕정,127.08439248328,36.7882087107804,3
1,1404,탕정,127.08439248328,36.7882087107804,1405,배방,127.052788090648,36.7776965014173,4
1,1405,배방,127.052788090648,36.7776965014173,1407,온양온천,127.003181472942,36.7805448837693,4
1,1407,온양온천,127.003181472942,36.7805448837693,1408,신창,126.951393082675,36.7696422998843,5
1,1701,구로,126.88230806229326,37.50334155631282,1813,구일,126.86969110539,37.496254517687,3
1,1813,구일,126.86969110539,37.496254517687,1801,개봉,126.858715959622,37.4946417150651,2
1,1801,개봉,126.858715959622,37.4946417150651,1802,오류동,126.84480744815397,37.49439720933549,2
1,1802,오류동,126.84480744815397,37.49439720933549,1821,온수,126.823828819915,37.4923999909922,3
1,1821,온수,126.823828819915,37.4923999909922,1803,역곡,126.81205931841492,37.48531525961914,2
1,1803,역곡,126.81205931841492,37.48531525961914,1814,소사,126.79564653125107,37.48280123201647,3
1,1814,소사,126.79564653125107,37.48280123201647,1804,부천,126.78308287157131,37.483989787369545,2
1,1804,부천,126.78308287157131,37.483989787369545,1822,중동,126.76453398304898,37.486681622773176,2
1,1822,중동,126.76453398304898,37.486681622773176,1805,송내,126.75315944764172,37.48764140324914,2
1,1805,송내,126.75315944764172,37.48764140324914,1815,부개,126.740730089704,37.488477043182,2
1,1815,부개,126.740730089704,37.488477043182,1806,부평,126.724331088618,37.4894490429055,3
1,1806,부평,126.724331088618,37.4894490429055,1807,백운,126.707294407871,37.483342495597,2
1,1807,백운,126.707294407871,37.483342495597,1808,동암,126.702889753462,37.4706957867304,3
1,1808,동암,126.702889753462,37.4706957867304,1816,간석,126.69351903231802,37.46470628162983,2
1,1816,간석,126.69351903231802,37.46470628162983,1809,주안,126.67996793218974,37.46505238644672,2
1,1809,주안,126.67996793218974,37.46505238644672,1823,도화,126.668575935273,37.4661175111199,2
1,1823,도화,126.668575935273,37.4661175111199,1810,제물포,126.65749387411809,37.466819329634994,2
1,1810,제물포,126.65749387411809,37.466819329634994,1817,도원,126.64253515710824,37.46877255664296,2
1,1817,도원,126.64253515710824,37.46877255664296,1811,동인천,126.63261605410459,37.4754032677399,2
1,1811,동인천,126.63261605410459,37.4754032677399,1812,인천,126.61682219568799,37.476166712082836,4
2,246,신설동,127.024918166399,37.5748045192005,250,용두,127.038275698211,37.5740621283646,2
2,250,용두,127.038275698211,37.5740621283646,245,신답,127.047080117369,37.5698386846442,2
2,245,신답,127.047080117369,37.5698386846442,244,용답,127.05088954367504,37.562122776762756,2
2,244,용답,127.05088954367504,37.562122776762756,211,성수,127.056066999327,37.5445888153751,3
2,211,성수,127.056066999327,37.5445888153751,210,뚝섬,127.04738727881,37.547241554679,1
2,210,뚝섬,127.04738727881,37.547241554679,209,한양대,127.043639802768,37.5557159860408,2
2,209,한양대,127.043639802768,37.5557159860408,208,왕십리,127.03710337610202,37.561268363317176,2
2,208,왕십리,127.03710337610202,37.561268363317176,207,상왕십리,127.02927241035283,37.56443666620397,2
2,207,상왕십리,127.02927241035283,37.56443666620397,206,신당,127.019477533278,37.5656730531732,1
2,206,신당,127.019477533278,37.5656730531732,205,동대문역사문화공원,127.00900417014896,37.56566440553802,3
2,205,동대문역사문화공원,127.00900417014896,37.56566440553802,204,을지로4가,126.997632059113,37.5666405038268,2
2,204,을지로4가,126.997632059113,37.5666405038268,203,을지로3가,126.99098443539428,37.56629149790628,1
2,203,을지로3가,126.99098443539428,37.56629149790628,202,을지로입구,126.9821953112953,37.566035517712955,2
2,202,을지로입구,126.9821953112953,37.566035517712955,201,시청,126.97559827045151,37.56368183746611,2
2,201,시청,126.97559827045151,37.56368183746611,243,충정로,126.96449207476172,37.55976328822766,2
2,243,충정로,126.96449207476172,37.55976328822766,242,아현,126.95614644008904,37.55740617797663,2
2,242,아현,126.95614644008904,37.55740617797663,241,이대,126.94642954546576,37.556814718869,1
2,241,이대,126.94642954546576,37.556814718869,240,신촌,126.93698075993808,37.555198169366435,2
2,240,신촌,126.93698075993808,37.555198169366435,239,홍대입구,126.923778562273,37.5568707448873,3
2,239,홍대입구,126.923778562273,37.5568707448873,238,합정,126.91445406513526,37.54991315995173,2
2,238,합정,126.91445406513526,37.54991315995173,237,당산,126.902611795523,37.5347843171332,3
2,237,당산,126.902611795523,37.5347843171332,236,영등포구청,126.89667739939,37.5258305311402,2
2,236,영등포구청,126.89667739939,37.5258305311402,235,문래,126.894778820701,37.5179757181801,1
2,235,문래,126.894778820701,37.5179757181801,234,신도림,126.89161095407636,37.508222191535346,3
2,234,신도림,126.89161095407636,37.508222191535346,233,대림,126.894931036051,37.4933099444417,3
2,233,대림,126.894931036051,37.4933099444417,232,구로디지털단지,126.901473080039,37.4852605752505,2
2,232,구로디지털단지,126.901473080039,37.4852605752505,231,신대방,126.91350747615147,37.48765046104574,2
2,231,신대방,126.91350747615147,37.48765046104574,230,신림,126.9297453749671,37.484267135140364,2
2,230,신림,126.9297453749671,37.484267135140364,229,봉천,126.941686527151,37.4824725161034,2
2,229,봉천,126.941686527151,37.4824725161034,228,서울대입구,126.952713197762,37.4812845080678,2
2,228,서울대입구,126.952713197762,37.4812845080678,227,낙성대,126.963523905001,37.4770932409965,2
2,227,낙성대,126.963523905001,37.4770932409965,226,사당,126.98155858357366,37.47656223234824,3
2,226,사당,126.98155858357366,37.47656223234824,225,방배,126.997553345516,37.4814561268152,3
2,225,방배,126.997553345516,37.4814561268152,224,서초,127.007662120039,37.4918499338918,2
2,224,서초,127.007662120039,37.4918499338918,223,교대,127.014383829781,37.4938999991414,2
2,223,교대,127.014383829781,37.4938999991414,222,강남,127.02800140627488,37.49808633653005,2
2,222,강남,127.02800140627488,37.49808633653005,221,역삼,127.03646946847,37.5006744185994,1
2,221,역삼,127.03646946847,37.5006744185994,220,선릉,127.04896282498558,37.504497373023206,3
2,220,선릉,127.04896282498558,37.504497373023206,219,삼성,127.06302321147605,37.508822740225305,2
2,219,삼성,127.06302321147605,37.508822740225305,218,종합운동장,127.073849447402,37.5111446632705,2
2,218,종합운동장,127.073849447402,37.5111446632705,217,잠실새내,127.086314327913,37.5116263587296,2
2,217,잠실새내,127.086314327913,37.5116263587296,216,잠실,127.10023101886318,37.51331105877401,2
2,216,잠실,127.10023101886318,37.51331105877401,215,잠실나루,127.103808749487,37.5207124124456,2
2,215,잠실나루,127.103808749487,37.5207124124456,214,강변,127.094741101863,37.5351180385975,2
2,214,강변,127.094741101863,37.5351180385975,213,구의,127.086180837795,37.5371752725594,2
2,213,구의,127.086180837795,37.5371752725594,212,건대입구,127.06920291650829,37.54040751726388,2
2,212,건대입구,127.06920291650829,37.54040751726388,211,성수,127.056066999327,37.5445888153751,2
2,234,신도림,126.89161095407636,37.508222191535346,247,도림천,126.882649092584,37.5145080414761,2
2,247,도림천,126.882649092584,37.5145080414761,248,양천구청,126.865722369229,37.5123888716808,3
2,248,양천구청,126.865722369229,37.5123888716808,249,신정네거리,126.852889567642,37.5202231231721,3
2,249,신정네거리,126.852889567642,37.5202231231721,200,까치산,126.846948282657,37.5314060103327,3
3,1958,대화,126.747500970967,37.676157377075,1957,주엽,126.761263524195,37.6701494878278,2
3,1957,주엽,126.761263524195,37.6701494878278,1956,정발산,126.773405960872,37.659480619983,3
3,1956,정발산,126.773405960872,37.659480619983,1955,마두,126.77761059652867,37.65224113444557,2
3,1955,마두,126.77761059652867,37.65224113444557,1954,백석,126.788131509803,37.6429623651607,2
3,1954,백석,126.788131509803,37.6429623651607,1953,대곡,126.81093112718072,37.63169736298744,4
3,1953,대곡,126.81093112718072,37.63169736298744,1952,화정,126.832688422366,37.6346440058753,3
3,1952,화정,126.832688422366,37.6346440058753,1951,원당,126.842918441607,37.6531102058516,3
3,1951,원당,126.842918441607,37.6531102058516,1948,원흥,126.87302523491,37.6506921774602,3
3,1948,원흥,126.87302523491,37.6506921774602,1950,삼송,126.89573389994084,37.65326511526386,3
3,1950,삼송,126.89573389994084,37.65326511526386,309,지축,126.913854269202,37.6481486423031,3
3,309,지축,126.913854269202,37.6481486423031,310,구파발,126.918852820009,37.6364357889145,3
3,310,구파발,126.918852820009,37.6364357889145,311,연신내,126.92110296894133,37.61920414913163,3
3,311,연신내,126.92110296894133,37.61920414913163,312,불광,126.930315826401,37.6100477979795,2
3,312,불광,126.930315826401,37.6100477979795,313,녹번,126.935828008217,37.6008067681825,2
3,313,녹번,126.935828008217,37.6008067681825,314,홍제,126.944158007985,37.5887953806088,2
3,314,홍제,126.944158007985,37.5887953806088,315,무악재,126.950230954136,37.5825632263526,2
3,315,무악재,126.950230954136,37.5825632263526,316,독립문,126.95791371132584,37.57446627898665,2
3,316,독립문,126.95791371132584,37.57446627898665,317,경복궁,126.973691352767,37.5758061234865,3
3,317,경복궁,126.973691352767,37.5758061234865,318,안국,126.98542143228659,37.57650192060523,2
3,318,안국,126.98542143228659,37.57650192060523,319,종로3가,126.9918757981544,37.571563287751246,2
3,319,종로3가,126.9918757981544,37.571563287751246,320,을지로3가,126.992615486076,37.5664312655685,1
3,320,을지로3가,126.992615486076,37.5664312655685,321,충무로,126.99414960395544,37.56139658395457,2
3,321,충무로,126.99414960395544,37.56139658395457,322,동대입구,127.00531600900922,37.55905581925076,2
3,322,동대입구,127.00531600900922,37.55905581925076,323,약수,127.010891666957,37.5545053994984,1
3,323,약수,127.010891666957,37.5545053994984,324,금호,127.01582916945283,37.548260922874086,2
3,324,금호,127.01582916945283,37.548260922874086,325,옥수,127.017393782846,37.5415662783673,1
3,325,옥수,127.017393782846,37.5415662783673,326,압구정,127.02850865895756,37.52649127416921,3
3,326,압구정,127.02850865895756,37.52649127416921,327,신사,127.02030856272764,37.51643597531432,2
3,327,신사,127.02030856272764,37.51643597531432,328,잠원,127.011419491429,37.5128899169357,2
3,328,잠원,127.011419491429,37.5128899169357,329,고속터미널,127.00512100872538,37.50454885557265,2
3,329,고속터미널,127.00512100872538,37.50454885557265,330,교대,127.013867969161,37.4927431676548,3
3,330,교대,127.013867969161,37.4927431676548,331,남부터미널,127.01620028391,37.4851996335293,2
3,331,남부터미널,127.01620028391,37.4851996335293,332,양재,127.03416413380752,37.48457681195669,2
3,332,양재,127.03416413380752,37.48457681195669,333,매봉,127.046711448388,37.4869394661317,3
3,333,매봉,127.046711448388,37.4869394661317,334,도곡,127.05549883514037,37.49097398162934,2
3,334,도곡,127.05549883514037,37.49097398162934,335,대치,127.063203409529,37.4944966528582,1
3,335,대치,127.063203409529,37.4944966528582,336,학여울,127.071166599707,37.4968851977644,2
3,336,학여울,127.071166599707,37.4968851977644,337,대청,127.07952812085006,37.49370832148055,2
3,337,대청,127.07952812085006,37.49370832148055,338,일원,127.084129757128,37.4839886684666,2
3,338,일원,127.084129757128,37.4839886684666,339,수서,127.10205874359781,37.487459640349336,2
3,339,수서,127.10205874359781,37.487459640349336,340,가락시장,127.11764173832,37.4922493218664,3
3,340,가락시장,127.11764173832,37.4922493218664,341,경찰병원,127.124482397777,37.4960049150853,1
3,341,경찰병원,127.124482397777,37.4960049150853,342,오금,127.12848280775154,37.50232208779385,1
4,405,진접,127.203247263047,37.7199083469452,406,오남,127.191104897113,37.7051635201214,3
4,406,오남,127.191104897113,37.7051635201214,408,별내별가람,127.116241994779,37.6678462120372,7
4,408,별내별가람,127.116241994779,37.6678462120372,409,불암산,127.07906662027122,37.67021773630595,6
4,409,불암산,127.07906662027122,37.67021773630595,410,상계,127.073421632239,37.660720544722,3
4,410,상계,127.073421632239,37.660720544722,411,노원,127.063449137455,37.6563403513278,2
4,411,노원,127.063449137455,37.6563403513278,412,창동,127.04838841056,37.6533706449195,2
4,412,창동,127.04838841056,37.6533706449195,413,쌍문,127.03465609756,37.6485426057036,2
4,413,쌍문,127.03465609756,37.6485426057036,414,수유,127.02550910860451,37.63788539420793,3
4,414,수유,127.02550910860451,37.63788539420793,415,미아,127.026041090189,37.6266544891889,2
4,415,미아,127.026041090189,37.6266544891889,416,미아사거리,127.03008663628454,37.61327836400571,2
4,416,미아사거리,127.03008663628454,37.61327836400571,417,길음,127.02506019737066,37.603394782316634,3
4,417,길음,127.02506019737066,37.603394782316634,418,성신여대입구,127.0171260607647,37.59296812939267,2
4,418,성신여대입구,127.0171260607647,37.59296812939267,419,한성대입구,127.00601781685579,37.58842461354086,2
4,419,한성대입구,127.00601781685579,37.58842461354086,420,혜화,127.00194500977393,37.58204391787134,2
4,420,혜화,127.00194500977393,37.58204391787134,421,동대문,127.009313828405,37.5709072753658,3
4,421,동대문,127.009313828405,37.5709072753658,422,동대문역사문화공원,127.00791523866731,37.56514370780825,1
4,422,동대문역사문화공원,127.00791523866731,37.56514370780825,423,충무로,126.9952553883253,37.56151106015413,3
4,423,충무로,126.9952553883253,37.56151106015413,424,명동,126.98640235001736,37.56096526943837,1
4,424,명동,126.98640235001736,37.56096526943837,425,회현,126.9784372569283,37.55876114587941,2
4,425,회현,126.9784372569283,37.55876114587941,426,서울역,126.9953119775015,37.5615443992931,2
4,426,서울역,126.9953119775015,37.5615443992931,427,숙대입구,126.972118127373,37.5445952301115,2
4,427,숙대입구,126.972118127373,37.5445952301115,428,삼각지,126.972922951307,37.5344393447708,2
4,428,삼각지,126.972922951307,37.5344393447708,429,신용산,126.967965039183,37.5292591489375,1
4,429,신용산,126.967965039183,37.5292591489375,430,이촌,126.97452008954151,37.522373484615365,3
4,430,이촌,126.97452008954151,37.522373484615365,431,동작,126.9803148383829,37.50297957674478,3
4,431,동작,126.9803148383829,37.50297957674478,432,총신대입구,126.982211871752,37.4867995957995,3
4,432,총신대입구,126.982211871752,37.4867995957995,433,사당,126.98169851997,37.4775912070902,2
4,433,사당,126.98169851997,37.4775912070902,434,남태령,126.989085267707,37.4642499558525,3
4,434,남태령,126.989085267707,37.4642499558525,1450,선바위,127.00222869400723,37.451747988798516,3
4,1450,선바위,127.00222869400723,37.451747988798516,1451,경마공원,127.007838042533,37.4439629881231,2
4,1451,경마공원,127.007838042533,37.4439629881231,1452,대공원,127.006752481821,37.4360557449009,2
4,1452,대공원,127.006752481821,37.4360557449009,1453,과천,126.99661712263098,37.43287530237988,2
4,1453,과천,126.99661712263098,37.43287530237988,1454,정부과천청사,126.989868044926,37.4265047272927,2
4,1454,정부과천청사,126.989868044926,37.4265047272927,1455,인덕원,126.976679855187,37.4014941709597,3
4,1455,인덕원,126.976679855187,37.4014941709597,1456,평촌,126.9638080221341,37.39423950914369,3
4,1456,평촌,126.9638080221341,37.39423950914369,1457,범계,126.950783269518,37.3897837540429,2
4,1457,범계,126.950783269518,37.3897837540429,1458,금정,126.94347315682283,37.37246820714397,3
4,1458,금정,126.94347315682283,37.37246820714397,1751,산본,126.933046329836,37.3580193085257,5
4,1751,산본,126.933046329836,37.3580193085257,1763,수리산,126.92563095069,37.3505579695805,2
4,1763,수리산,126.92563095069,37.3505579695805,1752,대야미,126.916897519557,37.327965125951,3
4,1752,대야미,126.916897519557,37.327965125951,1753,반월,126.90382444207,37.3123817631801,3
4,1753,반월,126.90382444207,37.3123817631801,1754,상록수,126.8666056400078,37.30285235924208,3
4,1754,상록수,126.8666056400078,37.30285235924208,1755,한대앞,126.85402320176591,37.309429480381965,2
4,1755,한대앞,126.85402320176591,37.309429480381965,1756,중앙,126.83883035405907,37.31599451967913,3
4,1756,중앙,126.83883035405907,37.31599451967913,1757,고잔,126.82359875532677,37.3167693077138,2
4,1757,고잔,126.82359875532677,37.3167693077138,1758,초지,126.80647314589804,37.3204403767323,2
4,1758,초지,126.80647314589804,37.3204403767323,1759,안산,126.7892163493839,37.32685867641246,3
4,1759,안산,126.7892163493839,37.32685867641246,1760,신길온천,126.76752183250063,37.33737450574518,3
4,1760,신길온천,126.76752183250063,37.33737450574518,1761,정왕,126.74335018635819,37.351701334544885,3
4,1761,정왕,126.74335018635819,37.351701334544885,1762,오이도,126.73840352940697,37.36170269464333,3
5,2511,방화,126.812819296675,37.5776031994404,2512,개화산,126.806814314979,37.5725371505293,2
5,2512,개화산,126.806814314979,37.5725371505293,2513,김포공항,126.80125680693868,37.56209981580658,2
5,2513,김포공항,126.80125680693868,37.56209981580658,2514,송정,126.812430347154,37.5611612387718,2
5,2514,송정,126.812430347154,37.5611612387718,2515,마곡,126.82469691791624,37.56022863776301,2
5,2515,마곡,126.82469691791624,37.56022863776301,2516,발산,126.83773640693936,37.558677743241596,2
5,2516,발산,126.83773640693936,37.558677743241596,2517,우장산,126.83632627213518,37.54881618721654,2
5,2517,우장산,126.83632627213518,37.54881618721654,2518,화곡,126.840455026335,37.5416507925709,2
5,2518,화곡,126.840455026335,37.5416507925709,2519,까치산,126.846444264065,37.5322306724471,2
5,2519,까치산,126.846444264065,37.5322306724471,2520,신정,126.856097474225,37.5250276134139,3
5,2520,신정,126.856097474225,37.5250276134139,2521,목동,126.86462527157516,37.526135115923466,1
5,2521,목동,126.86462527157516,37.526135115923466,2522,오목교,126.875307312696,37.5245340839144,2
5,2522,오목교,126.875307312696,37.5245340839144,2523,양평,126.886419282885,37.5255796429707,2
5,2523,양평,126.886419282885,37.5255796429707,2524,영등포구청,126.895322094259,37.5242291583027,1
5,2524,영등포구청,126.895322094259,37.5242291583027,2525,영등포시장,126.905179566968,37.522709383885,2
5,2525,영등포시장,126.905179566968,37.522709383885,2526,신길,126.914913947722,37.517663974187,2
5,2526,신길,126.914913947722,37.517663974187,2527,여의도,126.924397990207,37.5217753947299,2
5,2527,여의도,126.924397990207,37.5217753947299,2528,여의나루,126.93298596744,37.5271469489465,2
5,2528,여의나루,126.93298596744,37.5271469489465,2529,마포,126.94586257221307,37.53955402908912,2
5,2529,마포,126.94586257221307,37.53955402908912,2530,공덕,126.951451177648,37.5445416897534,2
5,2530,공덕,126.951451177648,37.5445416897534,2531,애오개,126.956669363197,37.5534131497489,2
5,2531,애오개,126.956669363197,37.5534131497489,2532,충정로,126.96303964820936,37.56042867918723,1
5,2532,충정로,126.96303964820936,37.56042867918723,2533,서대문,126.96663755850754,37.56575193662503,2
5,2533,서대문,126.96663755850754,37.56575193662503,2534,광화문,126.97642427981408,37.57164860977568,2
5,2534,광화문,126.97642427981408,37.57164860977568,2535,종로3가,126.9904176797898,37.57258941181964,2
5,2535,종로3가,126.9904176797898,37.57258941181964,2536,을지로4가,126.9904176797898,37.57258941181964,2
5,2536,을지로4가,126.9904176797898,37.57258941181964,2537,동대문역사문화공원,127.00579179092047,37.56462215427451,2
5,2537,동대문역사문화공원,127.00579179092047,37.56462215427451,2538,청구,127.013943845279,37.5602101936978,2
5,2538,청구,127.013943845279,37.5602101936978,2539,신금호,127.02049316578315,37.55447619249223,2
5,2539,신금호,127.02049316578315,37.55447619249223,2540,행당,127.029511840513,37.5573637818732,2
5,2540,행당,127.029511840513,37.5573637818732,2541,왕십리,127.03733125702163,37.56203954461276,1
5,2541,왕십리,127.03733125702163,37.56203954461276,2542,마장,127.042984855663,37.5661389565959,2
5,2542,마장,127.042984855663,37.5661389565959,2543,답십리,127.05256127651293,37.56697480965114,2
5,2543,답십리,127.05256127651293,37.56697480965114,2544,장한평,127.06370373106944,37.5616038910656,2
5,2544,장한평,127.06370373106944,37.5616038910656,2545,군자,127.0795106156054,37.557151488837924,2
5,2545,군자,127.0795106156054,37.557151488837924,2546,아차산,127.08956495447913,37.55224917071854,2
5,2546,아차산,127.08956495447913,37.55224917071854,2547,광나루,127.103521464507,37.5452991715677,2
5,2547,광나루,127.103521464507,37.5452991715677,2548,천호,127.12392845044,37.5385112120297,3
5,2548,천호,127.12392845044,37.5385112120297,2549,강동,127.132396300314,37.5358819145235,2
5,2549,강동,127.132396300314,37.5358819145235,2550,길동,127.140021295948,37.5378264874159,2
5,2550,길동,127.140021295948,37.5378264874159,2551,굽은다리,127.14288387331297,37.54551759022203,2
5,2551,굽은다리,127.14288387331297,37.54551759022203,2552,명일,127.14404374474,37.5513978958277,2
5,2552,명일,127.14404374474,37.5513978958277,2553,고덕,127.15416500963447,37.55504766830918,2
5,2553,고덕,127.15416500963447,37.55504766830918,2554,상일동,127.165905758209,37.5566778757215,2
5,2554,상일동,127.165905758209,37.5566778757215,2562,강일,127.175680183486,37.5574259795986,2
5,2562,강일,127.175680183486,37.5574259795986,2563,미사,127.192490980441,37.562991348199,3
5,2563,미사,127.192490980441,37.562991348199,2564,하남풍산,127.204006631381,37.5522898049699,3
5,2564,하남풍산,127.204006631381,37.5522898049699,2565,하남시청,127.206298162203,37.5419775122576,2
